vt_group,a,b,financial_achievement,incentive_target,salary_mean,salary_sum,incentive_mean,incentive_sum
105,52.5,60.0,112.5,15,61716387.09677419,13392456000,10414640.322580645,2259976950.0
106,53.0,60.0,113.0,5,61716387.09677419,13392456000,3486975.870967742,756673764.0
106,53.0,60.0,113.0,10,61716387.09677419,13392456000,6973951.741935484,1513347528.0
106,53.0,60.0,113.0,15,61716387.09677419,13392456000,10460927.612903226,2270021292.0
107,53.5,60.0,113.5,5,61716387.09677419,13392456000,3502404.9677419355,760021878.0
107,53.5,60.0,113.5,10,61716387.09677419,13392456000,7004809.935483871,1520043756.0
107,53.5,60.0,113.5,15,61716387.09677419,13392456000,10507214.903225806,2280065634.0
108,54.0,60.0,114.0,5,61716387.09677419,13392456000,3517834.064516129,763369992.0
108,54.0,60.0,114.0,10,61716387.09677419,13392456000,7035668.129032258,1526739984.0
108,54.0,60.0,114.0,15,61716387.09677419,13392456000,10553502.193548387,2290109976.0
109,54.5,60.0,114.5,5,61716387.09677419,13392456000,3533263.1612903224,766718106.0
109,54.5,60.0,114.5,10,61716387.09677419,13392456000,7066526.322580645,1533436212.0
109,54.5,60.0,114.5,15,61716387.09677419,13392456000,10599789.483870968,2300154318.0
110,55.0,60.0,115.0,5,61716387.09677419,13392456000,3548692.2580645164,770066220.0
110,55.0,60.0,115.0,10,61716387.09677419,13392456000,7097384.516129033,1540132440.0
110,55.0,60.0,115.0,15,61716387.09677419,13392456000,10646076.774193548,2310198660.0
111,55.5,60.0,115.5,5,61716387.09677419,13392456000,3564121.35483871,773414334.0
111,55.5,60.0,115.5,10,61716387.09677419,13392456000,7128242.70967742,1546828668.0
111,55.5,60.0,115.5,15,61716387.09677419,13392456000,10692364.064516129,2320243002.0
112,56.0,60.0,116.0,5,61716387.09677419,13392456000,3579550.4516129033,776762448.0
112,56.0,60.0,116.0,10,61716387.09677419,13392456000,7159100.903225807,1553524896.0
112,56.0,60.0,116.0,15,61716387.09677419,13392456000,10738651.35483871,2330287344.0
113,56.5,60.0,116.5,5,61716387.09677419,13392456000,3594979.5483870967,780110562.0
113,56.5,60.0,116.5,10,61716387.09677419,13392456000,7189959.096774193,1560221124.0
113,56.5,60.0,116.5,15,61716387.09677419,13392456000,10784938.64516129,2340331686.0
114,57.0,60.0,117.0,5,61716387.09677419,13392456000,3610408.64516129,783458676.0
114,57.0,60.0,117.0,10,61716387.09677419,13392456000,7220817.29032258,1566917352.0
114,57.0,60.0,117.0,15,61716387.09677419,13392456000,10831225.935483871,2350376028.0
115,57.5,60.0,117.5,5,61716387.09677419,13392456000,3625837.7419354836,786806790.0
115,57.5,60.0,117.5,10,61716387.09677419,13392456000,7251675.483870967,1573613580.0
115,57.5,60.0,117.5,15,61716387.09677419,13392456000,10877513.225806452,2360420370.0
116,58.0,60.0,118.0,5,61716387.09677419,13392456000,3641266.8387096776,790154904.0
116,58.0,60.0,118.0,10,61716387.09677419,13392456000,7282533.677419355,1580309808.0
116,58.0,60.0,118.0,15,61716387.09677419,13392456000,10923800.516129032,2370464712.0
117,58.5,60.0,118.5,5,61716387.09677419,13392456000,3656695.935483871,793503018.0
117,58.5,60.0,118.5,10,61716387.09677419,13392456000,7313391.870967742,1587006036.0
117,58.5,60.0,118.5,15,61716387.09677419,13392456000,10970087.806451613,2380509054.0
118,59.0,60.0,119.0,5,61716387.09677419,13392456000,3672125.0322580645,796851132.0
118,59.0,60.0,119.0,10,61716387.09677419,13392456000,7344250.064516129,1593702264.0
118,59.0,60.0,119.0,15,61716387.09677419,13392456000,11016375.096774194,2390553396.0
119,59.5,60.0,119.5,5,61716387.09677419,13392456000,3687554.129032258,800199246.0
119,59.5,60.0,119.5,10,61716387.09677419,13392456000,7375108.258064516,1600398492.0
119,59.5,60.0,119.5,15,61716387.09677419,13392456000,11062662.387096774,2400597738.0
120,60.0,60.0,120.0,5,61716387.09677419,13392456000,3702983.2258064514,803547360.0
120,60.0,60.0,120.0,10,61716387.09677419,13392456000,7405966.451612903,1607094720.0
120,60.0,60.0,120.0,15,61716387.09677419,13392456000,11108949.677419355,2410642080.0
121,60.5,60.0,120.5,5,61716387.09677419,13392456000,3718412.3225806453,806895474.0
121,60.5,60.0,120.5,10,61716387.09677419,13392456000,7436824.645161291,1613790948.0
121,60.5,60.0,120.5,15,61716387.09677419,13392456000,11155236.967741935,2420686422.0
122,61.0,60.0,121.0,5,61716387.09677419,13392456000,3733841.419354839,810243588.0
122,61.0,60.0,121.0,10,61716387.09677419,13392456000,7467682.838709678,1620487176.0
122,61.0,60.0,121.0,15,61716387.09677419,13392456000,11201524.258064516,2430730764.0
123,61.5,60.0,121.5,5,61716387.09677419,13392456000,3749270.5161290322,813591702.0
123,61.5,60.0,121.5,10,61716387.09677419,13392456000,7498541.0322580645,1627183404.0
123,61.5,60.0,121.5,15,61716387.09677419,13392456000,11247811.548387097,2440775106.0
124,62.0,60.0,122.0,5,61716387.09677419,13392456000,3764699.6129032257,816939816.0
124,62.0,60.0,122.0,10,61716387.09677419,13392456000,7529399.225806451,1633879632.0
124,62.0,60.0,122.0,15,61716387.09677419,13392456000,11294098.838709677,2450819448.0
125,62.5,60.0,122.5,5,61716387.09677419,13392456000,3780128.709677419,820287930.0
125,62.5,60.0,122.5,10,61716387.09677419,13392456000,7560257.419354838,1640575860.0
125,62.5,60.0,122.5,15,61716387.09677419,13392456000,11340386.129032258,2460863790.0
126,63.0,60.0,123.0,5,61716387.09677419,13392456000,3795557.806451613,823636044.0
126,63.0,60.0,123.0,10,61716387.09677419,13392456000,7591115.612903226,1647272088.0
126,63.0,60.0,123.0,15,61716387.09677419,13392456000,11386673.41935484,2470908132.0
127,63.5,60.0,123.5,5,61716387.09677419,13392456000,3810986.9032258065,826984158.0
127,63.5,60.0,123.5,10,61716387.09677419,13392456000,7621973.806451613,1653968316.0
127,63.5,60.0,123.5,15,61716387.09677419,13392456000,11432960.709677419,2480952474.0
128,64.0,60.0,124.0,5,61716387.09677419,13392456000,3826416.0,830332272.0
128,64.0,60.0,124.0,10,61716387.09677419,13392456000,7652832.0,1660664544.0
128,64.0,60.0,124.0,15,61716387.09677419,13392456000,11479248.0,2490996816.0
129,64.5,60.0,124.5,5,61716387.09677419,13392456000,3841845.0967741935,833680386.0
129,64.5,60.0,124.5,10,61716387.09677419,13392456000,7683690.193548387,1667360772.0
129,64.5,60.0,124.5,15,61716387.09677419,13392456000,11525535.290322581,2501041158.0
130,65.0,60.0,125.0,5,61716387.09677419,13392456000,3857274.193548387,837028500.0
130,65.0,60.0,125.0,10,61716387.09677419,13392456000,7714548.387096774,1674057000.0
130,65.0,60.0,125.0,15,61716387.09677419,13392456000,11571822.58064516,2511085500.0
131,65.5,60.0,125.5,5,61716387.09677419,13392456000,3872703.290322581,840376614.0
131,65.5,60.0,125.5,10,61716387.09677419,13392456000,7745406.580645162,1680753228.0
131,65.5,60.0,125.5,15,61716387.09677419,13392456000,11618109.870967742,2521129842.0
132,66.0,60.0,126.0,5,61716387.09677419,13392456000,3888132.3870967743,843724728.0
132,66.0,60.0,126.0,10,61716387.09677419,13392456000,7776264.774193549,1687449456.0
132,66.0,60.0,126.0,15,61716387.09677419,13392456000,11664397.161290323,2531174184.0
133,66.5,60.0,126.5,5,61716387.09677419,13392456000,3903561.4838709678,847072842.0
133,66.5,60.0,126.5,10,61716387.09677419,13392456000,7807122.9677419355,1694145684.0
133,66.5,60.0,126.5,15,61716387.09677419,13392456000,11710684.451612903,2541218526.0
134,67.0,60.0,127.0,5,61716387.09677419,13392456000,3918990.580645161,850420956.0
134,67.0,60.0,127.0,10,61716387.09677419,13392456000,7837981.161290322,1700841912.0
134,67.0,60.0,127.0,15,61716387.09677419,13392456000,11756971.741935484,2551262868.0
135,67.5,60.0,127.5,5,61716387.09677419,13392456000,3934419.6774193547,853769070.0
135,67.5,60.0,127.5,10,61716387.09677419,13392456000,7868839.354838709,1707538140.0
135,67.5,60.0,127.5,15,61716387.09677419,13392456000,11803259.032258065,2561307210.0
136,68.0,60.0,128.0,5,61716387.09677419,13392456000,3949848.7741935486,857117184.0
136,68.0,60.0,128.0,10,61716387.09677419,13392456000,7899697.548387097,1714234368.0
136,68.0,60.0,128.0,15,61716387.09677419,13392456000,11849546.322580645,2571351552.0
137,68.5,60.0,128.5,5,61716387.09677419,13392456000,3965277.870967742,860465298.0
137,68.5,60.0,128.5,10,61716387.09677419,13392456000,7930555.741935484,1720930596.0
137,68.5,60.0,128.5,15,61716387.09677419,13392456000,11895833.612903226,2581395894.0
138,69.0,60.0,129.0,5,61716387.09677419,13392456000,3980706.9677419355,863813412.0
138,69.0,60.0,129.0,10,61716387.09677419,13392456000,7961413.935483871,1727626824.0
138,69.0,60.0,129.0,15,61716387.09677419,13392456000,11942120.903225806,2591440236.0
139,69.5,60.0,129.5,5,61716387.09677419,13392456000,3996136.064516129,867161526.0
139,69.5,60.0,129.5,10,61716387.09677419,13392456000,7992272.129032258,1734323052.0
139,69.5,60.0,129.5,15,61716387.09677419,13392456000,11988408.193548387,2601484578.0
140,70.0,80.0,150.0,5,61716387.09677419,13392456000,4628729.0322580645,1004434200.0
140,70.0,80.0,150.0,10,61716387.09677419,13392456000,9257458.064516129,2008868400.0
140,70.0,80.0,150.0,15,61716387.09677419,13392456000,13886187.096774194,3013302600.0
141,70.5,80.0,150.5,5,61716387.09677419,13392456000,4644158.129032258,1007782314.0
141,70.5,80.0,150.5,10,61716387.09677419,13392456000,9288316.258064516,2015564628.0
141,70.5,80.0,150.5,15,61716387.09677419,13392456000,13932474.387096774,3023346942.0
142,71.0,80.0,151.0,5,61716387.09677419,13392456000,4659587.225806451,1011130428.0
142,71.0,80.0,151.0,10,61716387.09677419,13392456000,9319174.451612903,2022260856.0
142,71.0,80.0,151.0,15,61716387.09677419,13392456000,13978761.677419355,3033391284.0
143,71.5,80.0,151.5,5,61716387.09677419,13392456000,4675016.322580645,1014478542.0
143,71.5,80.0,151.5,10,61716387.09677419,13392456000,9350032.64516129,2028957084.0
143,71.5,80.0,151.5,15,61716387.09677419,13392456000,14025048.967741935,3043435626.0
144,72.0,80.0,152.0,5,61716387.09677419,13392456000,4690445.419354838,1017826656.0
144,72.0,80.0,152.0,10,61716387.09677419,13392456000,9380890.838709677,2035653312.0
144,72.0,80.0,152.0,15,61716387.09677419,13392456000,14071336.258064516,3053479968.0
145,72.5,80.0,152.5,5,61716387.09677419,13392456000,4705874.516129033,1021174770.0
145,72.5,80.0,152.5,10,61716387.09677419,13392456000,9411749.032258065,2042349540.0
145,72.5,80.0,152.5,15,61716387.09677419,13392456000,14117623.548387097,3063524310.0
146,73.0,80.0,153.0,5,61716387.09677419,13392456000,4721303.612903226,1024522884.0
146,73.0,80.0,153.0,10,61716387.09677419,13392456000,9442607.225806452,2049045768.0
146,73.0,80.0,153.0,15,61716387.09677419,13392456000,14163910.838709677,3073568652.0
147,73.5,80.0,153.5,5,61716387.09677419,13392456000,4736732.70967742,1027870998.0
147,73.5,80.0,153.5,10,61716387.09677419,13392456000,9473465.41935484,2055741996.0
147,73.5,80.0,153.5,15,61716387.09677419,13392456000,14210198.129032258,3083612994.0
148,74.0,80.0,154.0,5,61716387.09677419,13392456000,4752161.806451613,1031219112.0
148,74.0,80.0,154.0,10,61716387.09677419,13392456000,9504323.612903226,2062438224.0
148,74.0,80.0,154.0,15,61716387.09677419,13392456000,14256485.41935484,3093657336.0
149,74.5,80.0,154.5,5,61716387.09677419,13392456000,4767590.903225807,1034567226.0
149,74.5,80.0,154.5,10,61716387.09677419,13392456000,9535181.806451613,2069134452.0
149,74.5,80.0,154.5,15,61716387.09677419,13392456000,14302772.709677419,3103701678.0
150,75.0,80.0,155.0,5,61716387.09677419,13392456000,4783020.0,1037915340.0
150,75.0,80.0,155.0,10,61716387.09677419,13392456000,9566040.0,2075830680.0
150,75.0,80.0,155.0,15,61716387.09677419,13392456000,14349060.0,3113746020.0
151,75.5,80.0,155.5,5,61716387.09677419,13392456000,4798449.096774193,1041263454.0
151,75.5,80.0,155.5,10,61716387.09677419,13392456000,9596898.193548387,2082526908.0
151,75.5,80.0,155.5,15,61716387.09677419,13392456000,14395347.290322581,3123790362.0
152,76.0,80.0,156.0,5,61716387.09677419,13392456000,4813878.193548387,1044611568.0
152,76.0,80.0,156.0,10,61716387.09677419,13392456000,9627756.387096774,2089223136.0
152,76.0,80.0,156.0,15,61716387.09677419,13392456000,14441634.58064516,3133834704.0
153,76.5,80.0,156.5,5,61716387.09677419,13392456000,4829307.29032258,1047959682.0
153,76.5,80.0,156.5,10,61716387.09677419,13392456000,9658614.58064516,2095919364.0
153,76.5,80.0,156.5,15,61716387.09677419,13392456000,14487921.870967742,3143879046.0
154,77.0,80.0,157.0,5,61716387.09677419,13392456000,4844736.387096774,1051307796.0
154,77.0,80.0,157.0,10,61716387.09677419,13392456000,9689472.774193548,2102615592.0
154,77.0,80.0,157.0,15,61716387.09677419,13392456000,14534209.161290323,3153923388.0
155,77.5,80.0,157.5,5,61716387.09677419,13392456000,4860165.483870967,1054655910.0
155,77.5,80.0,157.5,10,61716387.09677419,13392456000,9720330.967741935,2109311820.0
155,77.5,80.0,157.5,15,61716387.09677419,13392456000,14580496.451612903,3163967730.0
156,78.0,80.0,158.0,5,61716387.09677419,13392456000,4875594.580645162,1058004024.0
156,78.0,80.0,158.0,10,61716387.09677419,13392456000,9751189.161290323,2116008048.0
156,78.0,80.0,158.0,15,61716387.09677419,13392456000,14626783.741935484,3174012072.0
157,78.5,80.0,158.5,5,61716387.09677419,13392456000,4891023.677419355,1061352138.0
157,78.5,80.0,158.5,10,61716387.09677419,13392456000,9782047.35483871,2122704276.0
157,78.5,80.0,158.5,15,61716387.09677419,13392456000,14673071.032258065,3184056414.0
158,79.0,80.0,159.0,5,61716387.09677419,13392456000,4906452.774193549,1064700252.0
158,79.0,80.0,159.0,10,61716387.09677419,13392456000,9812905.548387097,2129400504.0
158,79.0,80.0,159.0,15,61716387.09677419,13392456000,14719358.322580645,3194100756.0
159,79.5,80.0,159.5,5,61716387.09677419,13392456000,4921881.870967742,1068048366.0
159,79.5,80.0,159.5,10,61716387.09677419,13392456000,9843763.741935484,2136096732.0
159,79.5,80.0,159.5,15,61716387.09677419,13392456000,14765645.612903226,3204145098.0
160,80.0,80.0,160.0,5,61716387.09677419,13392456000,4937310.9677419355,1071396480.0
160,80.0,80.0,160.0,10,61716387.09677419,13392456000,9874621.935483871,2142792960.0
160,80.0,80.0,160.0,15,61716387.09677419,13392456000,14811932.903225806,3214189440.0
161,80.5,80.0,160.5,5,61716387.09677419,13392456000,4952740.064516129,1074744594.0
161,80.5,80.0,160.5,10,61716387.09677419,13392456000,9905480.129032258,2149489188.0
161,80.5,80.0,160.5,15,61716387.09677419,13392456000,14858220.193548387,3224233782.0
162,81.0,80.0,161.0,5,61716387.09677419,13392456000,4968169.161290322,1078092708.0
162,81.0,80.0,161.0,10,61716387.09677419,13392456000,9936338.322580645,2156185416.0
162,81.0,80.0,161.0,15,61716387.09677419,13392456000,14904507.483870968,3234278124.0
163,81.5,80.0,161.5,5,61716387.09677419,13392456000,4983598.258064516,1081440822.0
163,81.5,80.0,161.5,10,61716387.09677419,13392456000,9967196.516129032,2162881644.0
163,81.5,80.0,161.5,15,61716387.09677419,13392456000,14950794.774193548,3244322466.0
164,82.0,80.0,162.0,5,61716387.09677419,13392456000,4999027.354838709,1084788936.0
164,82.0,80.0,162.0,10,61716387.09677419,13392456000,9998054.709677419,2169577872.0
164,82.0,80.0,162.0,15,61716387.09677419,13392456000,14997082.064516129,3254366808.0
165,82.5,80.0,162.5,5,61716387.09677419,13392456000,5014456.451612903,1088137050.0
165,82.5,80.0,162.5,10,61716387.09677419,13392456000,10028912.903225806,2176274100.0
165,82.5,80.0,162.5,15,61716387.09677419,13392456000,15043369.35483871,3264411150.0
166,83.0,80.0,163.0,5,61716387.09677419,13392456000,5029885.548387097,1091485164.0
166,83.0,80.0,163.0,10,61716387.09677419,13392456000,10059771.096774194,2182970328.0
166,83.0,80.0,163.0,15,61716387.09677419,13392456000,15089656.64516129,3274455492.0
167,83.5,80.0,163.5,5,61716387.09677419,13392456000,5045314.645161291,1094833278.0
167,83.5,80.0,163.5,10,61716387.09677419,13392456000,10090629.290322581,2189666556.0
167,83.5,80.0,163.5,15,61716387.09677419,13392456000,15135943.935483871,3284499834.0
168,84.0,80.0,164.0,5,61716387.09677419,13392456000,5060743.741935484,1098181392.0
168,84.0,80.0,164.0,10,61716387.09677419,13392456000,10121487.483870968,2196362784.0
168,84.0,80.0,164.0,15,61716387.09677419,13392456000,15182231.225806452,3294544176.0
169,84.5,80.0,164.5,5,61716387.09677419,13392456000,5076172.838709678,1101529506.0
169,84.5,80.0,164.5,10,61716387.09677419,13392456000,10152345.677419355,2203059012.0
169,84.5,80.0,164.5,15,61716387.09677419,13392456000,15228518.516129032,3304588518.0
170,85.0,80.0,165.0,5,61716387.09677419,13392456000,5091601.935483871,1104877620.0
170,85.0,80.0,165.0,10,61716387.09677419,13392456000,10183203.870967742,2209755240.0
170,85.0,80.0,165.0,15,61716387.09677419,13392456000,15274805.806451613,3314632860.0
171,85.5,80.0,165.5,5,61716387.09677419,13392456000,5107031.0322580645,1108225734.0
171,85.5,80.0,165.5,10,61716387.09677419,13392456000,10214062.064516129,2216451468.0
171,85.5,80.0,165.5,15,61716387.09677419,13392456000,15321093.096774194,3324677202.0
172,86.0,80.0,166.0,5,61716387.09677419,13392456000,5122460.129032258,1111573848.0
172,86.0,80.0,166.0,10,61716387.09677419,13392456000,10244920.258064516,2223147696.0
172,86.0,80.0,166.0,15,61716387.09677419,13392456000,15367380.387096774,3334721544.0
173,86.5,80.0,166.5,5,61716387.09677419,13392456000,5137889.225806451,1114921962.0
173,86.5,80.0,166.5,10,61716387.09677419,13392456000,10275778.451612903,2229843924.0
173,86.5,80.0,166.5,15,61716387.09677419,13392456000,15413667.677419355,3344765886.0
174,87.0,80.0,167.0,5,61716387.09677419,13392456000,5153318.322580645,1118270076.0
174,87.0,80.0,167.0,10,61716387.09677419,13392456000,10306636.64516129,2236540152.0
174,87.0,80.0,167.0,15,61716387.09677419,13392456000,15459954.967741935,3354810228.0
175,87.5,80.0,167.5,5,61716387.09677419,13392456000,5168747.419354838,1121618190.0
175,87.5,80.0,167.5,10,61716387.09677419,13392456000,10337494.838709677,2243236380.0
175,87.5,80.0,167.5,15,61716387.09677419,13392456000,15506242.258064516,3364854570.0
176,88.0,80.0,168.0,5,61716387.09677419,13392456000,5184176.516129033,1124966304.0
176,88.0,80.0,168.0,10,61716387.09677419,13392456000,10368353.032258065,2249932608.0
176,88.0,80.0,168.0,15,61716387.09677419,13392456000,15552529.548387097,3374898912.0
177,88.5,80.0,168.5,5,61716387.09677419,13392456000,5199605.612903226,1128314418.0
177,88.5,80.0,168.5,10,61716387.09677419,13392456000,10399211.225806452,2256628836.0
177,88.5,80.0,168.5,15,61716387.09677419,13392456000,15598816.838709677,3384943254.0
178,89.0,80.0,169.0,5,61716387.09677419,13392456000,5215034.70967742,1131662532.0
178,89.0,80.0,169.0,10,61716387.09677419,13392456000,10430069.41935484,2263325064.0
178,89.0,80.0,169.0,15,61716387.09677419,13392456000,15645104.129032258,3394987596.0
179,89.5,80.0,169.5,5,61716387.09677419,13392456000,5230463.806451613,1135010646.0
179,89.5,80.0,169.5,10,61716387.09677419,13392456000,10460927.612903226,2270021292.0
179,89.5,80.0,169.5,15,61716387.09677419,13392456000,15691391.41935484,3405031938.0
180,90.0,80.0,170.0,5,61716387.09677419,13392456000,5245892.903225807,1138358760.0
180,90.0,80.0,170.0,10,61716387.09677419,13392456000,10491785.806451613,2276717520.0
180,90.0,80.0,170.0,15,61716387.09677419,13392456000,15737678.709677419,3415076280.0
181,90.5,80.0,170.5,5,61716387.09677419,13392456000,5261322.0,1141706874.0
181,90.5,80.0,170.5,10,61716387.09677419,13392456000,10522644.0,2283413748.0
181,90.5,80.0,170.5,15,61716387.09677419,13392456000,15783966.0,3425120622.0
182,91.0,80.0,171.0,5,61716387.09677419,13392456000,5276751.096774193,1145054988.0
182,91.0,80.0,171.0,10,61716387.09677419,13392456000,10553502.193548387,2290109976.0
182,91.0,80.0,171.0,15,61716387.09677419,13392456000,15830253.290322581,3435164964.0
183,91.5,80.0,171.5,5,61716387.09677419,13392456000,5292180.193548387,1148403102.0
183,91.5,80.0,171.5,10,61716387.09677419,13392456000,10584360.387096774,2296806204.0
183,91.5,80.0,171.5,15,61716387.09677419,13392456000,15876540.58064516,3445209306.0
184,92.0,80.0,172.0,5,61716387.09677419,13392456000,5307609.29032258,1151751216.0
184,92.0,80.0,172.0,10,61716387.09677419,13392456000,10615218.58064516,2303502432.0
184,92.0,80.0,172.0,15,61716387.09677419,13392456000,15922827.870967742,3455253648.0
185,92.5,80.0,172.5,5,61716387.09677419,13392456000,5323038.387096774,1155099330.0
185,92.5,80.0,172.5,10,61716387.09677419,13392456000,10646076.774193548,2310198660.0
185,92.5,80.0,172.5,15,61716387.09677419,13392456000,15969115.161290323,3465297990.0
186,93.0,80.0,173.0,5,61716387.09677419,13392456000,5338467.483870967,1158447444.0
186,93.0,80.0,173.0,10,61716387.09677419,13392456000,10676934.967741935,2316894888.0
186,93.0,80.0,173.0,15,61716387.09677419,13392456000,16015402.451612903,3475342332.0
187,93.5,80.0,173.5,5,61716387.09677419,13392456000,5353896.580645162,1161795558.0
187,93.5,80.0,173.5,10,61716387.09677419,13392456000,10707793.161290323,2323591116.0
187,93.5,80.0,173.5,15,61716387.09677419,13392456000,16061689.741935484,3485386674.0
188,94.0,80.0,174.0,5,61716387.09677419,13392456000,5369325.677419355,1165143672.0
188,94.0,80.0,174.0,10,61716387.09677419,13392456000,10738651.35483871,2330287344.0
188,94.0,80.0,174.0,15,61716387.09677419,13392456000,16107977.032258065,3495431016.0
189,94.5,80.0,174.5,5,61716387.09677419,13392456000,5384754.774193549,1168491786.0
189,94.5,80.0,174.5,10,61716387.09677419,13392456000,10769509.548387097,2336983572.0
189,94.5,80.0,174.5,15,61716387.09677419,13392456000,16154264.322580645,3505475358.0
190,95.0,80.0,175.0,5,61716387.09677419,13392456000,5400183.870967742,1171839900.0
190,95.0,80.0,175.0,10,61716387.09677419,13392456000,10800367.741935484,2343679800.0
190,95.0,80.0,175.0,15,61716387.09677419,13392456000,16200551.612903226,3515519700.0
191,95.5,80.0,175.5,5,61716387.09677419,13392456000,5415612.9677419355,1175188014.0
191,95.5,80.0,175.5,10,61716387.09677419,13392456000,10831225.935483871,2350376028.0
191,95.5,80.0,175.5,15,61716387.09677419,13392456000,16246838.903225806,3525564042.0
192,96.0,80.0,176.0,5,61716387.09677419,13392456000,5431042.064516129,1178536128.0
192,96.0,80.0,176.0,10,61716387.09677419,13392456000,10862084.129032258,2357072256.0
192,96.0,80.0,176.0,15,61716387.09677419,13392456000,16293126.193548387,3535608384.0
193,96.5,80.0,176.5,5,61716387.09677419,13392456000,5446471.161290322,1181884242.0
193,96.5,80.0,176.5,10,61716387.09677419,13392456000,10892942.322580645,2363768484.0
193,96.5,80.0,176.5,15,61716387.09677419,13392456000,16339413.483870968,3545652726.0
194,97.0,80.0,177.0,5,61716387.09677419,13392456000,5461900.258064516,1185232356.0
194,97.0,80.0,177.0,10,61716387.09677419,13392456000,10923800.516129032,2370464712.0
194,97.0,80.0,177.0,15,61716387.09677419,13392456000,16385700.774193548,3555697068.0
195,97.5,80.0,177.5,5,61716387.09677419,13392456000,5477329.354838709,1188580470.0
195,97.5,80.0,177.5,10,61716387.09677419,13392456000,10954658.709677419,2377160940.0
195,97.5,80.0,177.5,15,61716387.09677419,13392456000,16431988.064516129,3565741410.0
196,98.0,80.0,178.0,5,61716387.09677419,13392456000,5492758.451612903,1191928584.0
196,98.0,80.0,178.0,10,61716387.09677419,13392456000,10985516.903225806,2383857168.0
196,98.0,80.0,178.0,15,61716387.09677419,13392456000,16478275.35483871,3575785752.0
197,98.5,80.0,178.5,5,61716387.09677419,13392456000,5508187.548387097,1195276698.0
197,98.5,80.0,178.5,10,61716387.09677419,13392456000,11016375.096774194,2390553396.0
197,98.5,80.0,178.5,15,61716387.09677419,13392456000,16524562.64516129,3585830094.0
198,99.0,80.0,179.0,5,61716387.09677419,13392456000,5523616.645161291,1198624812.0
198,99.0,80.0,179.0,10,61716387.09677419,13392456000,11047233.290322581,2397249624.0
198,99.0,80.0,179.0,15,61716387.09677419,13392456000,16570849.935483871,3595874436.0
199,99.5,80.0,179.5,5,61716387.09677419,13392456000,5539045.741935484,1201972926.0
199,99.5,80.0,179.5,10,61716387.09677419,13392456000,11078091.483870968,2403945852.0
199,99.5,80.0,179.5,15,61716387.09677419,13392456000,16617137.225806452,3605918778.0
200,100.0,80.0,180.0,5,61716387.09677419,13392456000,5554474.838709678,1205321040.0
200,100.0,80.0,180.0,10,61716387.09677419,13392456000,11108949.677419355,2410642080.0
200,100.0,80.0,180.0,15,61716387.09677419,13392456000,16663424.516129032,3615963120.0
