currency,financial_statement_item,fs_item_description,consunit,cu_name,plant,plant_name,outlet,outlet_name,py,lfc,fc,plan,ytd_pm,ytd,ytd_plan,ytd_py,period,period_plan,period_py,ytd_0,ytd_1,ytd_2,ytd_3,ytd_4,ytd_5,ytd_6,ytd_7,ytd_8,ytd_9,ytd_10,ytd_11,ytd_12,division,bu,new_outlet,new_outlet_name
LC,233636000,Other liabilities (st),698,VT Korea,242,ICH Icheon,7311,PL EAC,133689.104,20109.759,20109.759,25519.329,369221.732,369221.732,25519.329,471076.895,0,0,-135560.804,138586.54,138586.54,747694.414,564206.785,606310.842,463851.836,369208.252,372050.376,369929.664,369221.732,369221.732,369221.732,369221.732,P,AC,7311,PL EAC
LC,233636000,Other liabilities (st),698,VT Korea,242,ICH Icheon,7411,PL HYD,2782.144,131491.668,131491.668,132347.792,511.384,511.384,132347.792,-936.528,0,0,-132660.053,3663.682,3663.682,752.481,762.981,960.302,826.869,646.211,4439.944,705.888,511.384,511.384,511.384,511.384,P,HT,7411,PL HYD
LC,233636000,Other liabilities (st),698,VT Korea,242,ICH Icheon,7431,PL CM CCN,3984.732,93215.619,93215.619,89452.099,7465.249,7465.249,89452.099,64460.334,0,0,-19376.626,719.775,719.775,2915.671,3563.208,3948.003,3869.063,3475.299,24298.537,3467.06,7465.249,7465.249,7465.249,7465.249,P,HT,7431,PL CM CCN
LC,233636000,Other liabilities (st),698,VT Korea,242,ICH Icheon,7432,PL CM CVS,1313.928,-3413.248,-3413.248,-2933.993,1062.61,1062.61,-2933.993,-8121.696,0,0,-8398.952,1868.969,1868.969,904.734,830.633,1614.974,1613.853,1115.691,9083.981,1198.681,1062.61,1062.61,1062.61,1062.61,P,HT,7432,PL CM CVS
LC,233636000,Other liabilities (st),698,VT Korea,242,ICH Icheon,7436,PL CM PSS,11003.391,-57421.228,-57421.228,-37489.418,299519.803,299519.803,-37489.418,87080.773,0,0,55477.884,29515.694,29515.694,3960.85,310831.683,312783.549,312181.855,312605.58,292810.639,269360.757,299519.803,299519.803,299519.803,299519.803,P,HT,7436,PL CM PSS
LC,233636000,Other liabilities (st),698,VT Korea,242,ICH Icheon,7521,PL MES,794.632,-1240.771,-1240.771,-492.154,1925.481,1925.481,-492.154,-8558.306,0,0,-4756.765,1610.869,1610.869,472.557,388.257,2308.388,2123.29,971.794,4506.555,420.767,1925.481,1925.481,1925.481,1925.481,P,SC,7521,PL MES
LC,233636000,Other liabilities (st),698,VT Korea,242,ICH Icheon,7721,PL HVD,0,8976.4,8976.4,-28.934,851.113,851.113,-28.934,0,0,0,0,-8129.741,-8129.741,435.502,335.901,635.999,452.256,189.082,4990.869,15611.478,851.113,851.113,851.113,851.113,E,DS,7721,PL HVD
LC,233636000,Other liabilities (st),698,VT Korea,242,ICH Icheon,7811,PL ENC,792758.496,466471.582,466471.582,481991.855,322067.749,322067.749,481991.855,458872.164,0,0,-38823.304,1082385.49,1082385.49,322776.914,321919.229,325085.541,324929.868,323313.117,363551.995,323953.781,322067.749,322067.749,322067.749,322067.749,E,CT,7811,PL ENC
LC,233636000,Other liabilities (st),698,VT Korea,242,ICH Icheon,7821,PL DTC,4570.821,-34151.346,-34151.346,-29567.979,1905.056,1905.056,-29567.979,-31970.727,0,0,-28207.909,9500.902,9500.902,3326.37,2789.047,4317.986,3333.122,2233.249,27227.842,2710.133,1905.056,1905.056,1905.056,1905.056,E,CT,7821,PL DTC
LC,233636000,Other liabilities (st),698,VT Korea,242,ICH Icheon,7831,PL VBC,0,1338.144,1338.144,0,11.102,11.102,0,0,0,0,0,-1208.035,-1208.035,64.714,49.914,94.507,67.204,28.097,737.069,22.06,11.102,11.102,11.102,11.102,E,CT,7831,PL VBC
LC,233636000,Other liabilities (st),698,VT Korea,242,ICH Icheon,7851,PL MTC,290325.719,208711.938,208711.938,166835.194,-370.647,-370.647,166835.194,154309.181,0,0,-16423.892,-21927.423,-21927.423,2676.074,2028.871,4656.456,1363.884,408.398,25263.688,66.656,-370.647,-370.647,-370.647,-370.647,E,CT,7851,PL MTC
LC,233636000,Other liabilities (st),698,VT Korea,483,ICH Icheon NPF,732,PL DAC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,233636000,Other liabilities (st),698,VT Korea,483,ICH Icheon NPF,781,PL ENC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,233636000,Other liabilities (st),698,VT Korea,483,ICH Icheon NPF,7110,CGF,1908.151,1081.048,1081.048,2421.433,5816.19,5816.19,2421.433,694.002,0,0,-4070.062,2822.344,2822.344,3417.426,2766.466,4400.05,3467.745,9321.505,12868.538,5379.779,5816.19,5816.19,5816.19,5816.19,VT,VT,7110,CGF
LC,233636000,Other liabilities (st),698,VT Korea,483,ICH Icheon NPF,7210,DIV P C,0,3076.608,3076.608,0,3149.194,3149.194,0,0,0,0,0,-2873.161,-2873.161,1904.793,334.813,4929.866,4202.86,7299.693,5441.889,6630.34,3149.194,3149.194,3149.194,3149.194,P,Div,7210,DIV P C
LC,233636000,Other liabilities (st),698,VT Korea,483,ICH Icheon NPF,7220,DIV E C,22205.019,43492.982,43492.982,44615.749,12120.838,12120.838,44615.749,66080.48,0,0,-2096.641,22760.065,22760.065,7026.702,14037.428,4727.583,11197.243,29176.947,10188.544,10398.566,12120.838,12120.838,12120.838,12120.838,E,Div,7220,DIV E C
LC,233636000,Other liabilities (st),698,VT Korea,483,ICH Icheon NPF,7221,DIV E Eng.,16095.486,-13888.912,-13888.912,97.479,26615.617,26615.617,97.479,-9459.997,0,0,-10927.509,26625.693,26625.693,9123.003,24077.103,20175.505,15180.134,14619.312,31734.016,18313.802,26615.617,26615.617,26615.617,26615.617,E,Div,7221,DIV E Eng.
LC,233636000,Other liabilities (st),698,VT Korea,483,ICH Icheon NPF,7321,PL DAC,2152.613,8895.872,8895.872,4885.613,1514.605,1514.605,4885.613,5437.45,0,0,-751.179,-3689.401,-3689.401,1648.239,2603.559,1173.328,2668.942,4029.309,6582.008,1893.669,1514.605,1514.605,1514.605,1514.605,P,AC,7321,PL DAC
LC,233636000,Other liabilities (st),698,VT Korea,483,ICH Icheon NPF,7511,PL EES,0,2161.159,2161.159,0,218.804,218.804,0,0,0,0,0,-1958.973,-1958.973,707.76,526.18,629.153,489.298,840.623,1767.287,370.922,218.804,218.804,218.804,218.804,P,SC,7511,PL EES
LC,233636000,Other liabilities (st),698,VT Korea,483,ICH Icheon NPF,7521,PL MES,0,2152.559,2152.559,0,816.304,816.304,0,0,0,0,0,-1958.973,-1958.973,310.26,537.56,482.833,296.418,878.863,1720.847,623.704,816.304,816.304,816.304,816.304,P,SC,7521,PL MES
LC,233636000,Other liabilities (st),698,VT Korea,483,ICH Icheon NPF,7721,PL HVD,0,1338.144,1338.144,0,4028.484,4028.484,0,0,0,0,0,-1208.035,-1208.035,10880.549,18189.476,767.907,3374.502,682.897,1477.939,2501.259,4028.484,4028.484,4028.484,4028.484,E,DS,7721,PL HVD
LC,233636000,Other liabilities (st),698,VT Korea,483,ICH Icheon NPF,7811,PL ENC,1308.757,4423.571,4423.571,8331.692,2928.791,2928.791,8331.692,10035.475,0,0,-817.219,4989.559,4989.559,4091.332,2602.998,2666.418,210.033,1463.76,1238.006,906.949,2928.791,2928.791,2928.791,2928.791,E,CT,7811,PL ENC
LC,233636000,Other liabilities (st),698,VT Korea,483,ICH Icheon NPF,7821,PL DTC,5353.086,8702.289,8702.289,12149.468,42.335,42.335,12149.468,13521.767,0,0,-1868.018,10673.158,10673.158,235.947,2425.747,17280.058,98.437,197.633,1004.86,53.293,42.335,42.335,42.335,42.335,E,CT,7821,PL DTC
LC,233636000,Other liabilities (st),698,VT Korea,483,ICH Icheon NPF,7831,PL VBC,0,0,0,0,363.09,363.09,0,0,0,0,0,0,0,26.12,480.5,348.96,0.0,75.4,160.772,67.96,363.09,363.09,363.09,363.09,E,CT,7831,PL VBC
LC,233636000,Other liabilities (st),698,VT Korea,483,ICH Icheon NPF,7841,PL CEC,106.849,2018.356,2018.356,680.212,11.102,11.102,680.212,819.312,0,0,-66.718,-1208.035,-1208.035,64.714,49.914,94.507,89.894,269.797,737.069,22.06,11.102,11.102,11.102,11.102,E,CT,7841,PL CEC
LC,233636000,Other liabilities (st),698,VT Korea,483,ICH Icheon NPF,7851,PL MTC,8727.754,1273.244,1273.244,0,578.532,578.532,0,5851.535,0,0,-23691.056,7519.719,7519.719,628.929,1879.16,274.407,292.444,1399.537,892.309,83.06,578.532,578.532,578.532,578.532,E,CT,7851,PL MTC
LC,233638000,Other liabilities to related parties (st),698,VT Korea,242,ICH Icheon,7431,PL CM CCN,36378.043,0.0,0.0,0,0.0,0.0,0,0,0,0,0,36378.043,36378.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,HT,7431,PL CM CCN
LC,233638000,Other liabilities to related parties (st),698,VT Korea,242,ICH Icheon,7432,PL CM CVS,248721.999,0.0,0.0,0,0.0,0.0,0,0,0,0,0,248721.999,248721.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,HT,7432,PL CM CVS
LC,233638000,Other liabilities to related parties (st),698,VT Korea,242,ICH Icheon,7436,PL CM PSS,1429291.253,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1429291.253,1429291.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,HT,7436,PL CM PSS
LC,233641000,Rounding,698,VT Korea,9,none,7000,Holding,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GC,100000000,Total assets,698,VT Korea,9,none,732,PL DAC,18429.74053,0,0,0.0,0,0,0.0,25129.90532,0,0,450.65495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GC,100000000,Total assets,698,VT Korea,9,none,781,PL ENC,10257.77343,0,0,0.0,0,0,0.0,11163.65883,0,0,-4878.45972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GC,100000000,Total assets,698,VT Korea,9,none,7000,Holding,-0.00131,0,0,0,0,0,0,-0.00124,0,0,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GC,100000000,Total assets,698,VT Korea,9,none,7110,CGF,0.00032,0.0,0.0,0.0,0.0,0.0,0.0,0.00031,0.0,0.0,0.0,0.00032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VT,VT,7110,CGF
GC,100000000,Total assets,698,VT Korea,9,none,7111,COT,-2986.10581,-3827.23772,-3827.23772,-3558.92978,-3205.35443,-3205.35443,-2965.77481,-2838.04676,0,-296.57748,-271.75905,0,0,-1142.84604,-1423.64068,-1681.48675,-2022.92382,-2299.49122,-2596.50423,-2879.07613,-3205.35443,-3205.35443,-3205.35443,-3205.35443,VT,VT,7111,COT
GC,100000000,Total assets,698,VT Korea,9,none,7112,Spin-Off,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,VT,VT,7112,Spin-Off 
GC,100000000,Total assets,698,VT Korea,9,none,7210,DIV P C,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,Div,7210,DIV P C
GC,100000000,Total assets,698,VT Korea,9,none,7220,DIV E C,0.00031,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0,0.0,0.0,0.00031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,Div,7220,DIV E C
GC,100000000,Total assets,698,VT Korea,9,none,7221,DIV E Eng.,-22.52294,0.0,0.0,0.0,0.0,0.0,0.0,-7.64343,0,0,0.23299,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,Div,7221,DIV E Eng.
GC,100000000,Total assets,698,VT Korea,9,none,7311,PL EAC,0.0,4.87485,4.87485,0.0,4.87485,4.87485,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.92885,4.74001,4.92586,4.87431,4.90058,4.8473,4.87485,4.87485,4.87485,4.87485,P,AC,7311,PL EAC
GC,100000000,Total assets,698,VT Korea,9,none,7321,PL DAC,-581.00725,0.0,0.0,0.0,0.0,0.0,0.0,-78.45971,0,0.0,233.68186,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,AC,7321,PL DAC
GC,100000000,Total assets,698,VT Korea,9,none,7411,PL HYD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,HT,7411,PL HYD
GC,100000000,Total assets,698,VT Korea,9,none,7431,PL CM CCN,796.85612,0.0,0.0,0.0,0.0,0.0,0.0,0.48796,0,0,-0.00605,796.85612,803.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,HT,7431,PL CM CCN
GC,100000000,Total assets,698,VT Korea,9,none,7432,PL CM CVS,176.60826,0.0,0.0,0.0,0.0,0.0,0.0,-0.33894,0.0,0,0.00419,176.60826,178.44461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,HT,7432,PL CM CVS
GC,100000000,Total assets,698,VT Korea,9,none,7436,PL CM PSS,-0.44442,0.0,0.0,0.0,0.0,0.0,0.0,-0.42223,0,0,0.00523,-0.44442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,HT,7436,PL CM PSS
GC,100000000,Total assets,698,VT Korea,9,none,7511,PL EES,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,SC,7511,PL EES
GC,100000000,Total assets,698,VT Korea,9,none,7521,PL MES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,SC,7521,PL MES
GC,100000000,Total assets,698,VT Korea,9,none,7611,PL AMT DIV P,0.0,-4.87485,-4.87485,0,-4.87485,-4.87485,0,0.0,0,0,0.0,0,0.0,0.0,-4.92885,-4.74001,-4.92586,-4.87431,-4.90058,-4.8473,-4.87485,-4.87485,-4.87485,-4.87485,0,0,0,0
GC,100000000,Total assets,698,VT Korea,9,none,7721,PL HVD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,DS,7721,PL HVD
GC,100000000,Total assets,698,VT Korea,9,none,7811,PL ENC,-7983.50677,0.0,0.0,-1e-05,0.0,0.0,-1e-05,-8416.68049,0,0.0,3626.99803,0.1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,CT,7811,PL ENC
GC,100000000,Total assets,698,VT Korea,9,none,7821,PL DTC,-17848.52174,0.0,0.0,0.0,0.0,0.0,0.0,-25051.34374,0,0.0,-684.38683,0.09005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,CT,7821,PL DTC
GC,100000000,Total assets,698,VT Korea,9,none,7831,PL VBC,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,CT,7831,PL VBC
GC,100000000,Total assets,698,VT Korea,9,none,7841,PL CEC,-157.97364,0.0,0.0,0.0,0.0,0.0,0.0,-53.78589,0,0.0,1.29807,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,CT,7841,PL CEC
GC,100000000,Total assets,698,VT Korea,9,none,7851,PL MTC,-2093.69435,0.0,0.0,1e-05,0.0,0.0,1e-05,-2685.37789,0.0,0.0,1249.97727,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,CT,7851,PL MTC
GC,100000000,Total assets,698,VT Korea,9,none,9999,Non-Operational,136165.10707,192149.92615,192149.92615,185613.17359,166400.0251,166400.0251,145518.43414,130854.764,0.0,779.60209,-10.98292,168869.01925,170280.93582,148800.81613,149100.45398,143247.99064,149125.34792,154141.97353,156345.70729,161356.60694,166400.0251,166400.0251,166400.0251,166400.0251,VT,VT,9999,Non-Operational
GC,100000000,Total assets,698,VT Korea,219,Sejong,7521,PL MES,8816.60381,3202.52099,2404.70268,2380.30961,3674.32542,3710.34182,2472.15695,8716.75031,36.0164,-48.38477,-683.12062,7716.72656,7781.24626,5631.66207,5321.64536,4901.99752,4988.07542,4740.66796,4518.51263,4068.52573,3674.32542,3710.34182,3710.34182,3710.34182,P,SC,7521,PL MES
GC,100000000,Total assets,698,VT Korea,219,Sejong,9999,Non-Operational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VT,VT,9999,Non-Operational
GC,100000000,Total assets,698,VT Korea,242,ICH Icheon,732,PL DAC,-16404.51333,0,0,0.0,0,0,0.0,-24790.192,0,0,-1246.45669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GC,100000000,Total assets,698,VT Korea,242,ICH Icheon,781,PL ENC,-8128.81127,0,0,0.0,0,0,0.0,-10472.43658,0,0,4856.6797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GC,100000000,Total assets,698,VT Korea,242,ICH Icheon,7112,Spin-Off,0,-64.04822,-64.04822,0,-57.3188,-57.3188,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69948,-57.3188,-57.3188,-57.3188,-57.3188,VT,VT,7112,Spin-Off 
GC,100000000,Total assets,698,VT Korea,242,ICH Icheon,7311,PL EAC,2138.99065,-591.31915,-592.72856,1132.76009,54.18949,118.46107,1313.82072,2759.55466,64.27158,-67.74225,-59.15488,1537.99777,1550.85702,1058.97491,729.15791,594.93299,307.192,115.78787,66.49182,-72.91184,54.18949,118.46107,118.46107,118.46107,P,AC,7311,PL EAC
GC,100000000,Total assets,698,VT Korea,242,ICH Icheon,7411,PL HYD,3240.97574,-71.67605,2187.38148,598.36852,550.83202,550.83201,698.41447,842.35854,-1e-05,-4.47573,-346.70624,918.89891,926.58188,329.40269,362.91588,212.64018,-179.6141,-214.08006,-133.10969,150.51184,550.83202,550.83201,550.83201,550.83201,P,HT,7411,PL HYD
GC,100000000,Total assets,698,VT Korea,242,ICH Icheon,7431,PL CM CCN,52134.35466,41850.90681,47485.67327,47650.93746,53234.91732,53234.91732,48714.35308,48212.96924,0.0,-263.21663,127.65223,49155.55234,49567.06056,49549.45928,50747.30566,49392.95901,49672.90233,49805.81052,49959.95611,49345.25873,53234.91732,53234.91732,53234.91732,53234.91732,P,HT,7431,PL CM CCN
GC,100000000,Total assets,698,VT Korea,242,ICH Icheon,7432,PL CM CVS,16767.71445,16436.78871,15850.83027,13689.50143,18628.99794,18628.99793,14060.6531,14479.66331,-1e-05,-132.84573,748.51862,16738.70355,16878.29636,16443.06215,17067.07056,17464.50549,18307.61871,18277.90045,18632.46537,17947.15194,18628.99794,18628.99793,18628.99793,18628.99793,P,HT,7432,PL CM CVS
GC,100000000,Total assets,698,VT Korea,242,ICH Icheon,7436,PL CM PSS,33609.70599,14611.45268,18885.78021,10381.59622,27837.99734,27837.99734,13610.67869,29450.53149,0.0,-1567.69551,2155.58012,28497.40805,28735.2272,32645.51723,33568.4613,34127.11436,33142.69651,32795.56431,32048.89119,27966.05982,27837.99734,27837.99734,27837.99734,27837.99734,P,HT,7436,PL CM PSS
GC,100000000,Total assets,698,VT Korea,242,ICH Icheon,7521,PL MES,1809.3812,2599.9586,2302.67474,876.2239,3300.18531,3466.57664,1162.68582,607.58328,166.39133,-82.05317,12.12252,2123.87429,2141.63209,2688.4849,2681.00652,2791.14473,2314.02516,2398.40377,2349.48564,2139.85228,3300.18531,3466.57664,3466.57664,3466.57664,P,SC,7521,PL MES
GC,100000000,Total assets,698,VT Korea,242,ICH Icheon,7611,PL AMT DIV P,3.59164,4.87485,4.87485,0.0,4.87485,4.87485,0.0,0.0,0,0,0.0,3.59164,3.62168,3.4371,4.92885,4.74001,4.92586,4.87431,4.90058,4.8473,4.87485,4.87485,4.87485,4.87485,0,0,0,0
GC,100000000,Total assets,698,VT Korea,242,ICH Icheon,7721,PL HVD,-9865.66518,10349.17143,14555.95197,-12252.3758,-3673.33026,-3673.32359,10101.96379,621.22366,0.00667,-1448.5975,6858.66857,364.14944,367.19412,117.01038,-688.94069,-1445.49073,-1611.07339,-2169.63534,-2456.64314,-3111.80203,-3673.33026,-3673.32359,-3673.32359,-3673.32359,E,DS,7721,PL HVD
GC,100000000,Total assets,698,VT Korea,242,ICH Icheon,7811,PL ENC,60671.77408,60490.86868,59201.08908,20201.73328,54201.85658,54684.14524,21252.26686,50675.68042,482.28866,-468.15966,-728.52212,45354.48666,45733.89521,38853.58585,36240.50937,35356.32812,39696.42307,45012.51665,47360.43939,45440.51973,54201.85658,54684.14524,54684.14524,54684.14524,E,CT,7811,PL ENC
GC,100000000,Total assets,698,VT Korea,242,ICH Icheon,7821,PL DTC,41825.19561,23431.32264,23278.01742,13073.1835,25605.82389,23808.78687,16144.50978,42908.35551,-1797.03702,1.94787,2381.60785,14307.95039,14427.6702,16008.06897,16900.19594,16325.53915,18034.9638,20151.37908,21222.80613,21262.04002,25605.82389,23808.78687,23808.78687,23808.78687,E,CT,7821,PL DTC
GC,100000000,Total assets,698,VT Korea,242,ICH Icheon,7831,PL VBC,0,-2691.36885,-197.54536,-98.87795,-1677.57896,-1677.57896,-56.43645,0,0,-11.69474,0,54.11058,54.56297,2.69023,-4.30904,-15.60876,-362.6462,-704.8988,-951.17636,-1300.78806,-1677.57896,-1677.57896,-1677.57896,-1677.57896,E,CT,7831,PL VBC
GC,100000000,Total assets,698,VT Korea,242,ICH Icheon,7851,PL MTC,14099.34721,16134.26822,11803.06954,7589.07571,27135.50353,27135.50354,9533.54047,11962.88,1e-05,-867.03953,-113.7607,6298.28378,6350.94385,12106.75148,15639.41769,18045.60252,17297.59037,14738.78268,21829.33303,21936.30493,27135.50353,27135.50354,27135.50354,27135.50354,E,CT,7851,PL MTC
GC,100000000,Total assets,698,VT Korea,242,ICH Icheon,9999,Non-Operational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VT,VT,9999,Non-Operational
GC,100000000,Total assets,698,VT Korea,483,ICH Icheon NPF,732,PL DAC,-2025.2272,0,0,0.0,0,0,0.0,-339.71332,0,0,795.80174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GC,100000000,Total assets,698,VT Korea,483,ICH Icheon NPF,781,PL ENC,-2128.96216,0,0,0.0,0,0,0.0,-691.22225,0,0,21.78002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GC,100000000,Total assets,698,VT Korea,483,ICH Icheon NPF,7110,CGF,470.28599,369.29531,369.2953,208.51328,978.92929,978.92929,253.26939,1106.31589,0,-21.07045,71.27703,471.68117,475.62519,616.64044,613.98521,359.31095,386.47256,397.63847,521.82326,774.55702,978.92929,978.92929,978.92929,978.92929,VT,VT,7110,CGF
GC,100000000,Total assets,698,VT Korea,483,ICH Icheon NPF,7210,DIV P C,0,120.01285,117.64788,-1.67224,397.33539,397.33539,60.89749,0,0,-8.71699,0,128.69539,129.77143,345.7701,368.15079,262.55984,295.25684,287.83564,255.93682,311.01713,397.33539,397.33539,397.33539,397.33539,P,Div,7210,DIV P C
GC,100000000,Total assets,698,VT Korea,483,ICH Icheon NPF,7220,DIV E C,10498.20093,-91.57594,-97.32707,317.74023,554.62649,554.62649,469.89842,6721.14687,0,-21.19819,99.54944,1274.13866,1284.79204,402.75781,389.66276,133.96656,273.06794,317.64678,308.88289,372.80814,554.62649,554.62649,554.62649,554.62649,E,Div,7220,DIV E C
GC,100000000,Total assets,698,VT Korea,483,ICH Icheon NPF,7221,DIV E Eng.,3544.96987,2233.14721,5696.85437,6292.21906,-800.70951,-800.70951,6045.81625,1646.737,0,453.26413,513.12481,3315.13545,3342.85337,3430.36615,2825.30358,2047.28906,1597.70082,709.44245,161.30627,-472.74428,-800.70951,-800.70951,-800.70951,-800.70951,E,Div,7221,DIV E Eng.
GC,100000000,Total assets,698,VT Korea,483,ICH Icheon NPF,7321,PL DAC,720.88574,758.00605,-813.50005,-763.511,624.98185,624.98185,-620.8633,718.24892,0,-136.0091,-178.77705,165.25655,166.63829,92.69937,91.04583,161.08413,141.00675,133.92505,116.58009,651.77025,624.98185,624.98185,624.98185,624.98185,P,AC,7321,PL DAC
GC,100000000,Total assets,698,VT Korea,483,ICH Icheon NPF,7431,PL CM CCN,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,HT,7431,PL CM CCN
GC,100000000,Total assets,698,VT Korea,483,ICH Icheon NPF,7511,PL EES,0,172.41465,-389.55796,34.94246,111.30481,111.30481,71.5703,0,0,-2.92674,0,87.74685,88.48053,78.38753,69.36539,28.3949,38.7364,43.71629,61.08323,79.64557,111.30481,111.30481,111.30481,111.30481,P,SC,7511,PL EES
GC,100000000,Total assets,698,VT Korea,483,ICH Icheon NPF,7521,PL MES,0,127.20879,-367.68769,33.82688,194.2896,194.2896,67.46469,0,0,-2.43174,0,87.74685,88.48053,93.75291,99.61067,68.71319,74.83469,73.67137,77.90307,97.59619,194.2896,194.2896,194.2896,194.2896,P,SC,7521,PL MES
GC,100000000,Total assets,698,VT Korea,483,ICH Icheon NPF,7721,PL HVD,0,1040.74245,-3856.06937,184.14538,-4035.12463,-4035.12463,-99.19349,0,0,-266.6617,0,54.11058,54.56297,311.36866,1277.43697,1480.11348,720.61496,736.78931,-3967.12908,-4613.44378,-4035.12463,-4035.12463,-4035.12463,-4035.12463,E,DS,7721,PL HVD
GC,100000000,Total assets,698,VT Korea,483,ICH Icheon NPF,7811,PL ENC,1412.46526,-504.72036,3830.21438,2173.6997,3227.95328,3227.95328,-1770.35224,1206.33661,0,798.24161,28.36585,658.74936,664.25713,1798.29459,3000.70709,4285.52963,3753.74156,4058.94158,3952.66352,3872.92459,3227.95328,3227.95328,3227.95328,3227.95328,E,CT,7811,PL ENC
GC,100000000,Total assets,698,VT Korea,483,ICH Icheon NPF,7821,PL DTC,1792.68754,-751.22255,-1600.91065,430.33498,-800.16041,-800.16041,-137.23637,1786.13009,0,71.09198,-444.57993,270.26225,272.52194,-550.62215,-634.67609,-430.06562,-475.04429,-562.37119,-620.00624,-722.97428,-800.16041,-800.16041,-800.16041,-800.16041,E,CT,7821,PL DTC
GC,100000000,Total assets,698,VT Korea,483,ICH Icheon NPF,7831,PL VBC,0,242.21311,-1928.25828,42.66387,-644.13914,-644.13914,-972.03123,0,0,356.28525,0,0,0,-175.20491,-250.28569,-498.37556,-537.38549,-547.92074,-611.77479,-641.38383,-644.13914,-644.13914,-644.13914,-644.13914,E,CT,7831,PL VBC
